order_id,order_date,customer_id,region,customer_type,product_id,product_name,category,quantity,unit_price,discount_pct,revenue,cost,profit
O001425,2024-09-09,C0282,South,Wholesale,P0004,Power Bank,Electronics,1,156.84,0.0,156.84,114.24,42.6
O001426,2024-09-09,C0261,South,Wholesale,P0009,Vacuum Cleaner,Home & Kitchen,5,86.66,0.0,433.3,266.2,167.1
O001427,2024-09-10,C0369,South,Retail,P0005,Laptop Stand,Electronics,7,108.18,0.0,757.26,454.37,302.89
O001428,2024-09-10,C0256,North,Retail,P0019,Desk Organizer,Office Supplies,5,260.68,0.1,1173.06,854.75,318.31
O001429,2024-09-10,C0270,East,Online,P0003,Bluetooth Speaker,Electronics,1,365.93,0.15,311.04,215.33,95.71
O001430,2024-09-10,C0078,South,Wholesale,P0019,Desk Organizer,Office Supplies,1,260.68,0.1,234.61,170.95,63.66
O001431,2024-09-10,C0096,East,Retail,P0005,Laptop Stand,Electronics,1,108.18,0.0,108.18,64.91,43.27
O001432,2024-09-10,C0076,North,Retail,P0018,Notebook Set,Office Supplies,6,171.61,0.0,1029.66,513.42,516.24
O001433,2024-09-11,C0255,West,Retail,P0012,Denim Jacket,Apparel,6,97.06,0.05,553.24,340.92,212.32
O001434,2024-09-11,C0052,North,Retail,P0013,Backpack,Apparel,5,282.71,0.0,1413.55,1003.7,409.85
O001435,2024-09-11,C0315,East,Online,P0007,Blender,Home & Kitchen,1,121.55,0.0,121.55,88.76,32.79
O001436,2024-09-11,C0058,North,Retail,P0016,Ergonomic Chair,Office Supplies,2,85.32,0.15,145.04,102.86,42.18
O001437,2024-09-12,C0054,North,Retail,P0005,Laptop Stand,Electronics,2,108.18,0.0,216.36,129.82,86.54
O001438,2024-09-12,C0069,South,Retail,P0018,Notebook Set,Office Supplies,2,171.61,0.0,343.22,171.14,172.08
O001439,2024-09-12,C0378,East,Online,P0018,Notebook Set,Office Supplies,3,171.61,0.1,463.35,256.71,206.64
O001440,2024-09-12,C0098,West,Wholesale,P0016,Ergonomic Chair,Office Supplies,1,85.32,0.05,81.05,51.43,29.62
O001441,2024-09-12,C0116,South,Retail,P0002,Smart Watch,Electronics,7,189.4,0.0,1325.8,706.58,619.22
O001442,2024-09-12,C0241,East,Retail,P0019,Desk Organizer,Office Supplies,2,260.68,0.0,521.36,341.9,179.46
O001443,2024-09-12,C0277,North,Retail,P0016,Ergonomic Chair,Office Supplies,6,85.32,0.1,460.73,308.58,152.15
O001444,2024-09-12,C0056,North,Wholesale,P0014,Sunglasses,Apparel,5,226.65,0.2,906.6,594.8,311.8
O001445,2024-09-13,C0396,South,Retail,P0007,Blender,Home & Kitchen,3,121.55,0.15,309.95,266.28,43.67
O001446,2024-09-14,C0146,West,Wholesale,P0018,Notebook Set,Office Supplies,7,171.61,0.15,1021.08,598.99,422.09
O001447,2024-09-14,C0134,East,Online,P0006,Air Fryer,Home & Kitchen,6,298.69,0.0,1792.14,912.0,880.14
O001448,2024-09-14,C0039,North,Retail,P0013,Backpack,Apparel,6,282.71,0.1,1526.63,1204.44,322.19
O001449,2024-09-14,C0126,North,Retail,P0020,Monitor Arm,Office Supplies,4,193.94,0.1,698.18,517.6,180.58
O001450,2024-09-14,C0144,North,Retail,P0004,Power Bank,Electronics,7,156.84,0.1,988.09,799.68,188.41
O001451,2024-09-14,C0314,East,Retail,P0020,Monitor Arm,Office Supplies,7,193.94,0.05,1289.7,905.8,383.9
O001452,2024-09-14,C0008,South,Retail,P0013,Backpack,Apparel,7,282.71,0.0,1978.97,1405.18,573.79
O001453,2024-09-14,C0051,East,Retail,P0009,Vacuum Cleaner,Home & Kitchen,3,86.66,0.15,220.98,159.72,61.26
O001454,2024-09-14,C0007,East,Wholesale,P0006,Air Fryer,Home & Kitchen,3,298.69,0.0,896.07,456.0,440.07
O001455,2024-09-14,C0227,West,Retail,P0019,Desk Organizer,Office Supplies,3,260.68,0.0,782.04,512.85,269.19
O001456,2024-09-14,C0142,South,Online,P0013,Backpack,Apparel,3,282.71,0.0,848.13,602.22,245.91
O001457,2024-09-14,C0286,West,Online,P0006,Air Fryer,Home & Kitchen,2,298.69,0.0,597.38,304.0,293.38
O001458,2024-09-14,C0261,South,Wholesale,P0001,Wireless Earbuds,Electronics,7,46.85,0.05,311.55,169.26,142.29
O001459,2024-09-15,C0365,North,Retail,P0011,Running Shoes,Apparel,3,291.03,0.05,829.44,405.96,423.48
O001460,2024-09-15,C0142,South,Online,P0016,Ergonomic Chair,Office Supplies,5,85.32,0.0,426.6,257.15,169.45
O001461,2024-09-15,C0397,North,Wholesale,P0008,Cookware Set,Home & Kitchen,5,144.8,0.1,651.6,345.45,306.15
O001462,2024-09-15,C0332,North,Wholesale,P0009,Vacuum Cleaner,Home & Kitchen,2,86.66,0.0,173.32,106.48,66.84
O001463,2024-09-15,C0326,North,Wholesale,P0020,Monitor Arm,Office Supplies,5,193.94,0.1,872.73,647.0,225.73
O001464,2024-09-15,C0181,West,Wholesale,P0008,Cookware Set,Home & Kitchen,4,144.8,0.15,492.32,276.36,215.96
O001465,2024-09-15,C0359,North,Retail,P0020,Monitor Arm,Office Supplies,1,193.94,0.05,184.24,129.4,54.84
O001466,2024-09-16,C0026,West,Online,P0019,Desk Organizer,Office Supplies,1,260.68,0.05,247.65,170.95,76.7
O001467,2024-09-16,C0015,West,Wholesale,P0001,Wireless Earbuds,Electronics,3,46.85,0.1,126.5,72.54,53.96
O001468,2024-09-16,C0173,South,Online,P0006,Air Fryer,Home & Kitchen,4,298.69,0.05,1135.02,608.0,527.02
O001469,2024-09-17,C0255,West,Retail,P0018,Notebook Set,Office Supplies,4,171.61,0.2,549.15,342.28,206.87
O001470,2024-09-17,C0045,West,Retail,P0010,Coffee Maker,Home & Kitchen,7,276.64,0.0,1936.48,1437.94,498.54
O001471,2024-09-17,C0216,North,Retail,P0004,Power Bank,Electronics,1,156.84,0.15,133.31,114.24,19.07
O001472,2024-09-17,C0247,North,Wholesale,P0006,Air Fryer,Home & Kitchen,4,298.69,0.0,1194.76,608.0,586.76
O001473,2024-09-17,C0376,North,Online,P0009,Vacuum Cleaner,Home & Kitchen,6,86.66,0.05,493.96,319.44,174.52
O001474,2024-09-18,C0080,East,Wholesale,P0017,Standing Desk,Office Supplies,4,143.29,0.0,573.16,347.8,225.36
O001475,2024-09-18,C0396,South,Retail,P0018,Notebook Set,Office Supplies,3,171.61,0.05,489.09,256.71,232.38
O001476,2024-09-18,C0133,North,Retail,P0012,Denim Jacket,Apparel,5,97.06,0.2,388.24,284.1,104.14
O001477,2024-09-18,C0197,East,Retail,P0007,Blender,Home & Kitchen,7,121.55,0.1,765.76,621.32,144.44
O001478,2024-09-18,C0277,North,Retail,P0008,Cookware Set,Home & Kitchen,1,144.8,0.05,137.56,69.09,68.47
O001479,2024-09-18,C0036,South,Retail,P0003,Bluetooth Speaker,Electronics,1,365.93,0.05,347.63,215.33,132.3
O001480,2024-09-18,C0131,West,Wholesale,P0014,Sunglasses,Apparel,5,226.65,0.1,1019.92,594.8,425.12
O001481,2024-09-18,C0168,South,Retail,P0012,Denim Jacket,Apparel,4,97.06,0.15,330.0,227.28,102.72
O001482,2024-09-19,C0026,West,Online,P0002,Smart Watch,Electronics,3,189.4,0.0,568.2,302.82,265.38
O001483,2024-09-19,C0377,South,Retail,P0014,Sunglasses,Apparel,6,226.65,0.05,1291.9,713.76,578.14
O001484,2024-09-19,C0355,West,Wholesale,P0015,Wallet,Apparel,3,245.76,0.05,700.42,449.49,250.93
O001485,2024-09-19,C0236,North,Retail,P0017,Standing Desk,Office Supplies,4,143.29,0.1,515.84,347.8,168.04
O001486,2024-09-19,C0304,South,Online,P0009,Vacuum Cleaner,Home & Kitchen,7,86.66,0.1,545.96,372.68,173.28
O001487,2024-09-20,C0281,West,Retail,P0013,Backpack,Apparel,7,282.71,0.1,1781.07,1405.18,375.89
O001488,2024-09-20,C0275,East,Online,P0003,Bluetooth Speaker,Electronics,4,365.93,0.05,1390.53,861.32,529.21
O001489,2024-09-20,C0137,West,Online,P0006,Air Fryer,Home & Kitchen,4,298.69,0.15,1015.55,608.0,407.55
O001490,2024-09-20,C0126,North,Retail,P0015,Wallet,Apparel,2,245.76,0.05,466.94,299.66,167.28
O001491,2024-09-20,C0192,West,Online,P0016,Ergonomic Chair,Office Supplies,5,85.32,0.0,426.6,257.15,169.45
O001492,2024-09-20,C0056,North,Wholesale,P0020,Monitor Arm,Office Supplies,6,193.94,0.1,1047.28,776.4,270.88
O001493,2024-09-20,C0366,East,Online,P0005,Laptop Stand,Electronics,3,108.18,0.2,259.63,194.73,64.9
O001494,2024-09-20,C0345,East,Retail,P0020,Monitor Arm,Office Supplies,1,193.94,0.1,174.55,129.4,45.15
O001495,2024-09-20,C0283,West,Retail,P0003,Bluetooth Speaker,Electronics,4,365.93,0.05,1390.53,861.32,529.21
O001496,2024-09-20,C0110,East,Retail,P0019,Desk Organizer,Office Supplies,4,260.68,0.05,990.58,683.8,306.78
O001497,2024-09-21,C0260,North,Retail,P0005,Laptop Stand,Electronics,4,108.18,0.0,432.72,259.64,173.08
O001498,2024-09-21,C0370,North,Wholesale,P0017,Standing Desk,Office Supplies,3,143.29,0.15,365.39,260.85,104.54
O001499,2024-09-21,C0224,South,Wholesale,P0001,Wireless Earbuds,Electronics,7,46.85,0.0,327.95,169.26,158.69
O001500,2024-09-21,C0337,North,Online,P0007,Blender,Home & Kitchen,5,121.55,0.0,607.75,443.8,163.95
O001501,2024-09-21,C0310,South,Wholesale,P0007,Blender,Home & Kitchen,3,121.55,0.0,364.65,266.28,98.37
O001502,2024-09-21,C0127,North,Retail,P0018,Notebook Set,Office Supplies,4,171.61,0.1,617.8,342.28,275.52
O001503,2024-09-21,C0009,North,Online,P0020,Monitor Arm,Office Supplies,1,193.94,0.0,193.94,129.4,64.54
O001504,2024-09-21,C0267,West,Retail,P0020,Monitor Arm,Office Supplies,1,193.94,0.05,184.24,129.4,54.84
O001505,2024-09-21,C0039,North,Retail,P0013,Backpack,Apparel,3,282.71,0.05,805.72,602.22,203.5
O001506,2024-09-21,C0302,North,Online,P0018,Notebook Set,Office Supplies,5,171.61,0.15,729.34,427.85,301.49
O001507,2024-09-21,C0015,West,Wholesale,P0012,Denim Jacket,Apparel,5,97.06,0.0,485.3,284.1,201.2
O001508,2024-09-22,C0281,West,Retail,P0014,Sunglasses,Apparel,7,226.65,0.0,1586.55,832.72,753.83
O001509,2024-09-22,C0357,North,Retail,P0009,Vacuum Cleaner,Home & Kitchen,5,86.66,0.1,389.97,266.2,123.77
O001510,2024-09-22,C0340,South,Online,P0013,Backpack,Apparel,6,282.71,0.0,1696.26,1204.44,491.82
O001511,2024-09-23,C0119,South,Online,P0012,Denim Jacket,Apparel,4,97.06,0.0,388.24,227.28,160.96
O001512,2024-09-23,C0122,East,Retail,P0012,Denim Jacket,Apparel,2,97.06,0.0,194.12,113.64,80.48
O001513,2024-09-23,C0184,West,Online,P0009,Vacuum Cleaner,Home & Kitchen,2,86.66,0.2,138.66,106.48,32.18
O001514,2024-09-23,C0095,East,Online,P0010,Coffee Maker,Home & Kitchen,5,276.64,0.0,1383.2,1027.1,356.1
O001515,2024-09-23,C0302,North,Online,P0019,Desk Organizer,Office Supplies,3,260.68,0.05,742.94,512.85,230.09
O001516,2024-09-23,C0374,West,Retail,P0003,Bluetooth Speaker,Electronics,4,365.93,0.1,1317.35,861.32,456.03
O001517,2024-09-23,C0372,West,Wholesale,P0013,Backpack,Apparel,5,282.71,0.1,1272.2,1003.7,268.5
O001518,2024-09-24,C0102,West,Online,P0010,Coffee Maker,Home & Kitchen,2,276.64,0.0,553.28,410.84,142.44
O001519,2024-09-24,C0246,East,Retail,P0017,Standing Desk,Office Supplies,1,143.29,0.0,143.29,86.95,56.34
O001520,2024-09-24,C0387,East,Retail,P0017,Standing Desk,Office Supplies,7,143.29,0.0,1003.03,608.65,394.38
O001521,2024-09-24,C0198,South,Online,P0010,Coffee Maker,Home & Kitchen,1,276.64,0.0,276.64,205.42,71.22
O001522,2024-09-24,C0391,South,Online,P0005,Laptop Stand,Electronics,4,108.18,0.05,411.08,259.64,151.44
O001523,2024-09-25,C0289,North,Online,P0007,Blender,Home & Kitchen,5,121.55,0.0,607.75,443.8,163.95
O001524,2024-09-25,C0157,East,Online,P0013,Backpack,Apparel,3,282.71,0.05,805.72,602.22,203.5
O001525,2024-09-25,C0249,South,Online,P0018,Notebook Set,Office Supplies,1,171.61,0.1,154.45,85.57,68.88
O001526,2024-09-26,C0216,North,Retail,P0018,Notebook Set,Office Supplies,5,171.61,0.1,772.25,427.85,344.4
O001527,2024-09-26,C0032,West,Retail,P0013,Backpack,Apparel,6,282.71,0.05,1611.45,1204.44,407.01
O001528,2024-09-26,C0299,North,Retail,P0003,Bluetooth Speaker,Electronics,4,365.93,0.05,1390.53,861.32,529.21
O001529,2024-09-26,C0159,West,Retail,P0005,Laptop Stand,Electronics,2,108.18,0.05,205.54,129.82,75.72
O001530,2024-09-26,C0247,North,Wholesale,P0004,Power Bank,Electronics,6,156.84,0.0,941.04,685.44,255.6
O001531,2024-09-26,C0030,North,Online,P0013,Backpack,Apparel,6,282.71,0.05,1611.45,1204.44,407.01
O001532,2024-09-26,C0235,South,Wholesale,P0014,Sunglasses,Apparel,5,226.65,0.0,1133.25,594.8,538.45
O001533,2024-09-26,C0171,East,Retail,P0003,Bluetooth Speaker,Electronics,7,365.93,0.15,2177.28,1507.31,669.97
O001534,2024-09-26,C0056,North,Wholesale,P0001,Wireless Earbuds,Electronics,6,46.85,0.1,252.99,145.08,107.91
O001535,2024-09-26,C0287,North,Wholesale,P0014,Sunglasses,Apparel,4,226.65,0.0,906.6,475.84,430.76
O001536,2024-09-26,C0201,North,Wholesale,P0014,Sunglasses,Apparel,4,226.65,0.0,906.6,475.84,430.76
O001537,2024-09-27,C0282,South,Wholesale,P0006,Air Fryer,Home & Kitchen,4,298.69,0.0,1194.76,608.0,586.76
O001538,2024-09-27,C0301,East,Retail,P0015,Wallet,Apparel,7,245.76,0.1,1548.29,1048.81,499.48
O001539,2024-09-27,C0007,East,Wholesale,P0007,Blender,Home & Kitchen,3,121.55,0.05,346.42,266.28,80.14
O001540,2024-09-27,C0178,South,Online,P0012,Denim Jacket,Apparel,4,97.06,0.0,388.24,227.28,160.96
O001541,2024-09-28,C0086,West,Online,P0007,Blender,Home & Kitchen,7,121.55,0.0,850.85,621.32,229.53
O001542,2024-09-28,C0362,East,Online,P0011,Running Shoes,Apparel,6,291.03,0.15,1484.25,811.92,672.33
O001543,2024-09-28,C0027,North,Online,P0007,Blender,Home & Kitchen,7,121.55,0.2,680.68,621.32,59.36
O001544,2024-09-28,C0183,West,Retail,P0011,Running Shoes,Apparel,3,291.03,0.05,829.44,405.96,423.48
O001545,2024-09-28,C0306,South,Online,P0005,Laptop Stand,Electronics,6,108.18,0.0,649.08,389.46,259.62
O001546,2024-09-28,C0168,South,Retail,P0018,Notebook Set,Office Supplies,2,171.61,0.0,343.22,171.14,172.08
O001547,2024-09-28,C0291,East,Online,P0008,Cookware Set,Home & Kitchen,4,144.8,0.05,550.24,276.36,273.88
O001548,2024-09-29,C0019,North,Retail,P0003,Bluetooth Speaker,Electronics,3,365.93,0.05,1042.9,645.99,396.91
O001549,2024-09-29,C0226,East,Wholesale,P0019,Desk Organizer,Office Supplies,6,260.68,0.0,1564.08,1025.7,538.38
O001550,2024-09-29,C0302,North,Online,P0002,Smart Watch,Electronics,5,189.4,0.2,757.6,504.7,252.9
O001551,2024-09-29,C0061,North,Online,P0016,Ergonomic Chair,Office Supplies,1,85.32,0.0,85.32,51.43,33.89
O001552,2024-09-29,C0294,West,Retail,P0012,Denim Jacket,Apparel,5,97.06,0.2,388.24,284.1,104.14
O001553,2024-09-30,C0256,North,Retail,P0020,Monitor Arm,Office Supplies,3,193.94,0.15,494.55,388.2,106.35
O001554,2024-09-30,C0047,West,Retail,P0004,Power Bank,Electronics,6,156.84,0.0,941.04,685.44,255.6
O001555,2024-09-30,C0306,South,Online,P0010,Coffee Maker,Home & Kitchen,3,276.64,0.0,829.92,616.26,213.66
O001556,2024-09-30,C0111,West,Retail,P0004,Power Bank,Electronics,3,156.84,0.0,470.52,342.72,127.8
O001557,2024-09-30,C0075,West,Online,P0020,Monitor Arm,Office Supplies,2,193.94,0.15,329.7,258.8,70.9
O001558,2024-09-30,C0328,West,Online,P0002,Smart Watch,Electronics,6,189.4,0.0,1136.4,605.64,530.76
O001559,2024-09-30,C0301,East,Retail,P0006,Air Fryer,Home & Kitchen,3,298.69,0.0,896.07,456.0,440.07
O001560,2024-09-30,C0002,East,Retail,P0013,Backpack,Apparel,2,282.71,0.0,565.42,401.48,163.94
O001561,2024-09-30,C0312,East,Retail,P0007,Blender,Home & Kitchen,4,121.55,0.05,461.89,355.04,106.85
O001562,2024-09-30,C0075,West,Online,P0002,Smart Watch,Electronics,4,189.4,0.0,757.6,403.76,353.84
O001563,2024-10-01,C0375,East,Retail,P0004,Power Bank,Electronics,1,156.84,0.1,141.16,114.24,26.92
O001564,2024-10-01,C0336,South,Wholesale,P0016,Ergonomic Chair,Office Supplies,5,85.32,0.05,405.27,257.15,148.12
O001565,2024-10-01,C0103,North,Wholesale,P0014,Sunglasses,Apparel,5,226.65,0.05,1076.59,594.8,481.79
O001566,2024-10-01,C0342,North,Wholesale,P0014,Sunglasses,Apparel,5,226.65,0.0,1133.25,594.8,538.45
O001567,2024-10-01,C0251,East,Online,P0002,Smart Watch,Electronics,4,189.4,0.0,757.6,403.76,353.84
O001568,2024-10-01,C0227,West,Retail,P0011,Running Shoes,Apparel,1,291.03,0.1,261.93,135.32,126.61
O001569,2024-10-01,C0340,South,Online,P0017,Standing Desk,Office Supplies,5,143.29,0.1,644.8,434.75,210.05
O001570,2024-10-01,C0005,North,Online,P0002,Smart Watch,Electronics,7,189.4,0.15,1126.93,706.58,420.35
O001571,2024-10-01,C0286,West,Online,P0015,Wallet,Apparel,6,245.76,0.0,1474.56,898.98,575.58
O001572,2024-10-01,C0361,West,Retail,P0015,Wallet,Apparel,1,245.76,0.0,245.76,149.83,95.93
O001573,2024-10-01,C0213,West,Retail,P0014,Sunglasses,Apparel,2,226.65,0.0,453.3,237.92,215.38
O001574,2024-10-02,C0145,West,Retail,P0019,Desk Organizer,Office Supplies,5,260.68,0.05,1238.23,854.75,383.48
O001575,2024-10-02,C0340,South,Online,P0008,Cookware Set,Home & Kitchen,4,144.8,0.15,492.32,276.36,215.96
O001576,2024-10-02,C0089,West,Wholesale,P0001,Wireless Earbuds,Electronics,6,46.85,0.05,267.04,145.08,121.96
O001577,2024-10-02,C0049,West,Retail,P0010,Coffee Maker,Home & Kitchen,1,276.64,0.2,221.31,205.42,15.89
O001578,2024-10-02,C0172,South,Online,P0019,Desk Organizer,Office Supplies,3,260.68,0.05,742.94,512.85,230.09
O001579,2024-10-02,C0138,East,Retail,P0013,Backpack,Apparel,5,282.71,0.0,1413.55,1003.7,409.85
O001580,2024-10-02,C0331,North,Online,P0003,Bluetooth Speaker,Electronics,5,365.93,0.05,1738.17,1076.65,661.52
O001581,2024-10-03,C0103,North,Wholesale,P0002,Smart Watch,Electronics,3,189.4,0.1,511.38,302.82,208.56
O001582,2024-10-03,C0321,South,Retail,P0006,Air Fryer,Home & Kitchen,7,298.69,0.05,1986.29,1064.0,922.29
O001583,2024-10-03,C0095,East,Online,P0001,Wireless Earbuds,Electronics,7,46.85,0.1,295.15,169.26,125.89
O001584,2024-10-03,C0354,North,Retail,P0018,Notebook Set,Office Supplies,3,171.61,0.0,514.83,256.71,258.12
O001585,2024-10-03,C0324,North,Retail,P0010,Coffee Maker,Home & Kitchen,3,276.64,0.1,746.93,616.26,130.67
O001586,2024-10-03,C0371,East,Wholesale,P0006,Air Fryer,Home & Kitchen,2,298.69,0.0,597.38,304.0,293.38
O001587,2024-10-04,C0309,West,Retail,P0003,Bluetooth Speaker,Electronics,2,365.93,0.05,695.27,430.66,264.61
O001588,2024-10-04,C0007,East,Wholesale,P0007,Blender,Home & Kitchen,4,121.55,0.0,486.2,355.04,131.16
O001589,2024-10-04,C0155,East,Retail,P0009,Vacuum Cleaner,Home & Kitchen,1,86.66,0.0,86.66,53.24,33.42
O001590,2024-10-04,C0130,North,Online,P0004,Power Bank,Electronics,5,156.84,0.05,744.99,571.2,173.79
O001591,2024-10-04,C0146,West,Wholesale,P0010,Coffee Maker,Home & Kitchen,1,276.64,0.0,276.64,205.42,71.22
O001592,2024-10-04,C0147,North,Online,P0013,Backpack,Apparel,3,282.71,0.0,848.13,602.22,245.91
O001593,2024-10-04,C0330,South,Retail,P0001,Wireless Earbuds,Electronics,3,46.85,0.05,133.52,72.54,60.98
O001594,2024-10-04,C0380,West,Wholesale,P0008,Cookware Set,Home & Kitchen,7,144.8,0.15,861.56,483.63,377.93
O001595,2024-10-05,C0245,West,Wholesale,P0014,Sunglasses,Apparel,1,226.65,0.0,226.65,118.96,107.69
O001596,2024-10-05,C0115,West,Wholesale,P0007,Blender,Home & Kitchen,2,121.55,0.0,243.1,177.52,65.58
O001597,2024-10-05,C0399,South,Online,P0012,Denim Jacket,Apparel,1,97.06,0.1,87.35,56.82,30.53
O001598,2024-10-05,C0074,South,Retail,P0015,Wallet,Apparel,4,245.76,0.0,983.04,599.32,383.72
O001599,2024-10-05,C0362,East,Online,P0001,Wireless Earbuds,Electronics,4,46.85,0.0,187.4,96.72,90.68
O001600,2024-10-05,C0216,North,Retail,P0017,Standing Desk,Office Supplies,1,143.29,0.05,136.13,86.95,49.18
O001601,2024-10-05,C0286,West,Online,P0018,Notebook Set,Office Supplies,5,171.61,0.0,858.05,427.85,430.2
O001602,2024-10-05,C0225,South,Wholesale,P0016,Ergonomic Chair,Office Supplies,3,85.32,0.1,230.36,154.29,76.07
O001603,2024-10-05,C0173,South,Online,P0001,Wireless Earbuds,Electronics,6,46.85,0.0,281.1,145.08,136.02
O001604,2024-10-05,C0055,North,Retail,P0005,Laptop Stand,Electronics,6,108.18,0.0,649.08,389.46,259.62
O001605,2024-10-05,C0201,North,Wholesale,P0010,Coffee Maker,Home & Kitchen,1,276.64,0.15,235.14,205.42,29.72
O001606,2024-10-05,C0286,West,Online,P0012,Denim Jacket,Apparel,2,97.06,0.1,174.71,113.64,61.07
O001607,2024-10-05,C0350,East,Online,P0011,Running Shoes,Apparel,1,291.03,0.05,276.48,135.32,141.16
O001608,2024-10-05,C0115,West,Wholesale,P0001,Wireless Earbuds,Electronics,1,46.85,0.0,46.85,24.18,22.67
O001609,2024-10-05,C0344,South,Wholesale,P0014,Sunglasses,Apparel,2,226.65,0.0,453.3,237.92,215.38
O001610,2024-10-05,C0187,West,Online,P0018,Notebook Set,Office Supplies,7,171.61,0.0,1201.27,598.99,602.28
O001611,2024-10-05,C0014,West,Online,P0015,Wallet,Apparel,1,245.76,0.2,196.61,149.83,46.78
O001612,2024-10-06,C0095,East,Online,P0013,Backpack,Apparel,2,282.71,0.1,508.88,401.48,107.4
O001613,2024-10-06,C0014,West,Online,P0019,Desk Organizer,Office Supplies,7,260.68,0.0,1824.76,1196.65,628.11
O001614,2024-10-06,C0313,North,Retail,P0018,Notebook Set,Office Supplies,1,171.61,0.05,163.03,85.57,77.46
O001615,2024-10-06,C0256,North,Retail,P0018,Notebook Set,Office Supplies,4,171.61,0.2,549.15,342.28,206.87
O001616,2024-10-06,C0118,South,Retail,P0012,Denim Jacket,Apparel,6,97.06,0.2,465.89,340.92,124.97
O001617,2024-10-06,C0242,North,Online,P0009,Vacuum Cleaner,Home & Kitchen,4,86.66,0.15,294.64,212.96,81.68
O001618,2024-10-06,C0177,South,Online,P0009,Vacuum Cleaner,Home & Kitchen,2,86.66,0.05,164.65,106.48,58.17
O001619,2024-10-06,C0392,North,Online,P0012,Denim Jacket,Apparel,6,97.06,0.15,495.01,340.92,154.09
O001620,2024-10-06,C0119,South,Online,P0005,Laptop Stand,Electronics,2,108.18,0.0,216.36,129.82,86.54
O001621,2024-10-06,C0311,North,Online,P0007,Blender,Home & Kitchen,1,121.55,0.05,115.47,88.76,26.71
O001622,2024-10-06,C0178,South,Online,P0009,Vacuum Cleaner,Home & Kitchen,3,86.66,0.1,233.98,159.72,74.26
O001623,2024-10-07,C0086,West,Online,P0017,Standing Desk,Office Supplies,6,143.29,0.05,816.75,521.7,295.05
O001624,2024-10-07,C0032,West,Retail,P0015,Wallet,Apparel,2,245.76,0.05,466.94,299.66,167.28
O001625,2024-10-07,C0141,North,Online,P0011,Running Shoes,Apparel,6,291.03,0.1,1571.56,811.92,759.64
O001626,2024-10-07,C0180,South,Online,P0019,Desk Organizer,Office Supplies,6,260.68,0.15,1329.47,1025.7,303.77
O001627,2024-10-07,C0140,South,Online,P0008,Cookware Set,Home & Kitchen,5,144.8,0.0,724.0,345.45,378.55
O001628,2024-10-07,C0351,East,Online,P0014,Sunglasses,Apparel,5,226.65,0.0,1133.25,594.8,538.45
O001629,2024-10-07,C0067,West,Retail,P0006,Air Fryer,Home & Kitchen,1,298.69,0.05,283.76,152.0,131.76
O001630,2024-10-07,C0146,West,Wholesale,P0020,Monitor Arm,Office Supplies,2,193.94,0.1,349.09,258.8,90.29
O001631,2024-10-08,C0275,East,Online,P0015,Wallet,Apparel,1,245.76,0.0,245.76,149.83,95.93
O001632,2024-10-08,C0344,South,Wholesale,P0009,Vacuum Cleaner,Home & Kitchen,4,86.66,0.05,329.31,212.96,116.35
O001633,2024-10-08,C0175,West,Wholesale,P0011,Running Shoes,Apparel,4,291.03,0.15,989.5,541.28,448.22
O001634,2024-10-08,C0297,East,Online,P0010,Coffee Maker,Home & Kitchen,6,276.64,0.0,1659.84,1232.52,427.32
O001635,2024-10-08,C0156,West,Retail,P0020,Monitor Arm,Office Supplies,5,193.94,0.0,969.7,647.0,322.7
O001636,2024-10-08,C0188,South,Retail,P0019,Desk Organizer,Office Supplies,1,260.68,0.0,260.68,170.95,89.73
O001637,2024-10-08,C0294,West,Retail,P0020,Monitor Arm,Office Supplies,3,193.94,0.1,523.64,388.2,135.44
O001638,2024-10-09,C0136,South,Online,P0017,Standing Desk,Office Supplies,1,143.29,0.05,136.13,86.95,49.18
O001639,2024-10-09,C0068,East,Retail,P0017,Standing Desk,Office Supplies,3,143.29,0.05,408.38,260.85,147.53
O001640,2024-10-09,C0369,South,Retail,P0008,Cookware Set,Home & Kitchen,1,144.8,0.15,123.08,69.09,53.99
O001641,2024-10-09,C0143,North,Wholesale,P0002,Smart Watch,Electronics,5,189.4,0.0,947.0,504.7,442.3
O001642,2024-10-09,C0110,East,Retail,P0002,Smart Watch,Electronics,2,189.4,0.15,321.98,201.88,120.1
O001643,2024-10-09,C0186,East,Online,P0012,Denim Jacket,Apparel,4,97.06,0.0,388.24,227.28,160.96
O001644,2024-10-10,C0135,West,Wholesale,P0018,Notebook Set,Office Supplies,2,171.61,0.1,308.9,171.14,137.76
O001645,2024-10-10,C0252,West,Retail,P0019,Desk Organizer,Office Supplies,4,260.68,0.15,886.31,683.8,202.51
O001646,2024-10-10,C0095,East,Online,P0007,Blender,Home & Kitchen,5,121.55,0.0,607.75,443.8,163.95
O001647,2024-10-10,C0044,East,Online,P0012,Denim Jacket,Apparel,7,97.06,0.05,645.45,397.74,247.71
O001648,2024-10-10,C0136,South,Online,P0018,Notebook Set,Office Supplies,1,171.61,0.1,154.45,85.57,68.88
O001649,2024-10-10,C0356,North,Wholesale,P0018,Notebook Set,Office Supplies,7,171.61,0.1,1081.14,598.99,482.15
O001650,2024-10-10,C0285,South,Retail,P0006,Air Fryer,Home & Kitchen,2,298.69,0.1,537.64,304.0,233.64
O001651,2024-10-10,C0054,North,Retail,P0015,Wallet,Apparel,1,245.76,0.0,245.76,149.83,95.93
